0	21
0.5	21
30	600
120	600
125	21
23/09/'22 12:55	Digiheater 3.2
R0 = 158.6	a =  0.0000000	b = 0.279	c = 153.051
Tsample = 330 [ms]  
sample	time	Tset[C]	Tmeas[C]	Rheat[ohm]	Vheat[V]	Iheat[mA]	Pheat [mW]	c
1	12:55:20.50	23.0	18.577	158.234	0.034813	0.220218	0.007666	153.051	norm
2	12:55:20.86	23.0	19.977	158.624	0.015713	0.099150	0.001558	153.051	norm
3	12:55:21.19	23.0	11.092	156.146	0.016392	0.105080	0.001722	153.051	norm
4	12:55:21.52	23.0	12.857	156.638	0.022127	0.141395	0.003129	153.051	norm
5	12:55:21.85	23.0	15.327	157.327	0.027205	0.173082	0.004709	153.051	norm
6	12:55:22.18	23.0	16.498	157.654	0.031026	0.196984	0.006112	153.051	norm
7	12:55:22.51	23.0	17.162	157.839	0.034349	0.217830	0.007482	153.051	norm
8	12:55:22.84	23.0	17.745	158.002	0.037249	0.235977	0.008790	153.051	norm
9	12:55:23.17	23.0	18.446	158.197	0.039925	0.252614	0.010086	153.051	norm
10	12:55:23.50	23.0	18.593	158.238	0.042131	0.266504	0.011228	153.051	norm
11	12:55:23.84	23.0	19.640	158.530	0.044406	0.280375	0.012450	153.051	norm
12	12:55:24.16	23.0	19.803	158.576	0.046171	0.291438	0.013456	153.051	norm
13	12:55:24.50	23.0	20.130	158.667	0.047772	0.301369	0.014397	153.051	norm
14	12:55:24.83	23.0	20.302	158.715	0.057183	0.360628	0.020622	153.051	norm
15	12:55:25.16	23.0	22.213	159.248	0.066545	0.418268	0.027834	153.051	norm
16	12:55:28.54	23.0	23.289	159.549	0.069630	0.436834	0.030417	153.051	norm
17	12:55:28.77	23.0	23.790	159.688	0.069021	0.432638	0.029861	153.051	norm
18	12:55:29.12	21.0	23.418	159.585	0.066221	0.415354	0.027505	153.051	norm
19	12:55:29.45	21.0	23.086	159.492	0.064626	0.405585	0.026211	153.051	norm
20	12:55:29.78	21.0	23.023	159.474	0.057692	0.362106	0.020890	153.051	norm
21	12:55:30.11	21.0	22.265	159.263	0.050823	0.319415	0.016233	153.051	norm
22	12:55:30.44	21.0	21.296	158.993	0.046202	0.290872	0.013439	153.051	norm
23	12:55:30.77	21.0	20.652	158.813	0.044886	0.282904	0.012698	153.051	norm
24	12:55:31.10	21.0	20.123	158.665	0.045836	0.289158	0.013254	153.051	norm
25	12:55:31.42	21.0	20.160	158.676	0.048801	0.307845	0.015023	153.051	norm
26	12:55:31.75	21.0	20.726	158.833	0.051707	0.325851	0.016849	153.051	norm
27	12:55:32.08	21.0	21.194	158.964	0.052727	0.332010	0.017506	153.051	norm
28	12:55:33.05	21.0	21.342	158.940	0.051778	0.326080	0.016884	153.051	fine
29	12:55:33.33	21.0	21.334	158.969	0.051795	0.326128	0.016892	153.051	fine
30	12:55:33.71	21.0	21.324	158.979	0.051664	0.325284	0.016806	153.051	fine
31	12:55:34.04	21.0	21.317	159.033	0.051383	0.323402	0.016617	153.051	fine
32	12:55:34.37	21.0	21.310	158.939	0.050686	0.319206	0.016179	153.051	fine
33	12:55:34.70	21.0	21.300	158.930	0.050109	0.315590	0.015814	153.051	fine
34	12:55:35.03	21.0	21.283	158.886	0.049645	0.312757	0.015527	153.051	fine
35	12:55:35.36	21.0	21.257	158.868	0.049375	0.311090	0.015360	153.051	fine
36	12:55:35.69	21.0	21.225	158.875	0.049202	0.309984	0.015252	153.051	fine
37	12:55:36.02	21.0	21.187	158.814	0.049077	0.309316	0.015180	153.051	fine
38	12:55:36.35	21.0	21.145	158.835	0.049208	0.310099	0.015259	153.051	fine
39	12:55:36.68	21.0	21.103	158.879	0.049532	0.312055	0.015457	153.051	fine
40	12:55:37.01	21.0	21.067	158.889	0.049845	0.314005	0.015651	153.051	fine
41	12:55:37.34	21.0	21.038	158.889	0.050092	0.315563	0.015807	153.051	fine
42	12:55:37.67	21.0	21.017	158.933	0.050430	0.317607	0.016017	153.051	fine
43	12:55:38.00	21.0	21.004	158.918	0.050689	0.319267	0.016183	153.051	fine
44	12:55:38.33	21.0	20.996	158.883	0.050922	0.320805	0.016336	153.051	fine
45	12:55:38.66	21.0	20.986	158.861	0.051266	0.323018	0.016560	153.051	fine
46	12:55:38.99	21.0	20.974	158.860	0.051747	0.326047	0.016872	153.051	fine
47	12:55:39.32	21.0	20.964	158.921	0.052278	0.329271	0.017214	153.051	fine
48	12:55:39.65	21.0	20.962	158.986	0.052588	0.331086	0.017411	153.051	fine
49	12:55:40.00	21.0	20.970	158.965	0.052455	0.330290	0.017325	153.051	fine
50	12:55:40.31	21.0	20.985	158.957	0.052153	0.328408	0.017128	153.051	fine
51	12:55:40.64	21.0	21.006	159.030	0.051954	0.327005	0.016989	153.051	fine
52	12:55:40.97	21.0	21.028	158.915	0.051445	0.324036	0.016670	153.051	fine
53	12:55:41.30	21.0	21.047	158.958	0.051084	0.321675	0.016432	153.051	fine
54	12:55:41.64	21.0	21.059	158.885	0.050604	0.318795	0.016132	153.051	fine
55	12:55:41.96	21.0	21.062	158.868	0.050351	0.317236	0.015973	153.051	fine
56	12:55:42.29	21.0	21.060	158.937	0.050223	0.316292	0.015885	153.051	fine
57	12:55:42.62	21.0	21.057	158.919	0.049904	0.314322	0.015686	153.051	fine
58	12:55:42.95	21.0	21.052	158.878	0.049509	0.311913	0.015443	153.051	fine
59	12:55:43.30	21.0	21.045	158.886	0.049284	0.310483	0.015302	153.051	fine
60	12:55:43.62	21.0	21.031	158.839	0.049290	0.310611	0.015310	153.051	fine
61	12:55:43.95	21.0	21.013	158.849	0.049546	0.312203	0.015468	153.051	fine
62	12:55:44.29	21.0	20.994	158.872	0.049896	0.314362	0.015685	153.051	fine
63	12:55:44.61	21.0	20.978	158.927	0.050305	0.316831	0.015938	153.051	fine
64	12:55:44.94	21.0	20.967	158.880	0.050461	0.317911	0.016042	153.051	fine
65	12:55:45.27	21.0	20.960	158.898	0.050746	0.319665	0.016222	153.051	fine
66	12:55:45.60	21.0	20.953	158.881	0.051076	0.321776	0.016435	153.051	fine
67	12:55:45.93	21.0	20.951	158.954	0.051536	0.324529	0.016725	153.051	fine
68	12:55:46.26	21.0	20.957	158.963	0.051704	0.325568	0.016833	153.051	fine
69	12:55:46.59	21.0	20.969	158.963	0.051630	0.325102	0.016785	153.051	fine
70	12:55:46.92	21.0	20.986	158.952	0.051420	0.323800	0.016650	153.051	fine
71	12:55:47.25	21.0	21.004	158.967	0.051226	0.322552	0.016523	153.051	fine
72	12:55:47.58	21.0	21.025	159.014	0.050905	0.320434	0.016312	153.051	fine
73	12:55:47.91	21.0	21.048	158.954	0.050280	0.316615	0.015919	153.051	fine
74	12:55:48.24	21.0	21.067	158.917	0.049637	0.312642	0.015519	153.051	fine
75	12:55:48.57	21.0	21.078	158.899	0.049114	0.309383	0.015195	153.051	fine
76	12:55:48.90	21.0	21.077	158.826	0.048767	0.307339	0.014988	153.051	fine
77	12:55:49.23	21.0	21.064	158.848	0.048730	0.307063	0.014963	153.051	fine
78	12:55:49.56	21.0	21.044	158.841	0.048764	0.307292	0.014985	153.051	fine
79	12:55:49.89	21.0	21.019	158.836	0.048940	0.308412	0.015094	153.051	fine
80	12:55:50.22	21.0	20.992	158.833	0.049213	0.310139	0.015263	153.051	fine
81	12:55:50.55	21.0	20.961	158.793	0.049705	0.313317	0.015573	153.051	fine
82	12:55:50.88	21.0	20.935	158.920	0.050570	0.318511	0.016107	153.051	fine
83	12:55:51.21	21.0	20.917	158.893	0.051147	0.322201	0.016480	153.051	fine
84	12:55:51.54	21.0	20.908	158.923	0.051647	0.325291	0.016800	153.051	fine
85	12:55:51.87	21.0	20.910	158.972	0.052068	0.327841	0.017070	153.051	fine
86	12:55:52.20	21.0	20.921	158.949	0.052338	0.329589	0.017250	153.051	fine
87	12:55:52.53	21.0	20.939	158.968	0.052429	0.330121	0.017308	153.051	fine
88	12:55:52.86	21.0	20.960	158.961	0.052423	0.330101	0.017305	153.051	fine
89	12:55:53.19	21.0	20.983	158.968	0.052281	0.329191	0.017210	153.051	fine
90	12:55:53.52	21.0	21.006	158.959	0.051968	0.327241	0.017006	153.051	fine
91	12:55:53.85	21.0	21.028	158.971	0.051545	0.324549	0.016729	153.051	fine
92	12:55:54.18	21.0	21.053	159.018	0.051019	0.321142	0.016384	153.051	fine
93	12:55:54.51	21.0	21.075	158.930	0.050157	0.315894	0.015844	153.051	fine
94	12:55:54.84	21.0	21.092	158.924	0.049415	0.311232	0.015380	153.051	fine
95	12:55:55.17	21.0	21.100	158.897	0.048838	0.307650	0.015025	153.051	fine
96	12:55:55.50	21.0	21.097	158.846	0.048406	0.305025	0.014765	153.051	fine
97	12:55:55.83	21.0	21.081	158.811	0.048207	0.303838	0.014647	153.051	fine
98	12:55:56.16	21.0	21.056	158.830	0.048304	0.304411	0.014704	153.051	fine
99	12:55:56.49	21.0	21.025	158.814	0.048579	0.306179	0.014874	153.051	fine
100	12:55:56.82	21.0	20.990	158.801	0.049000	0.308857	0.015134	153.051	fine
101	12:55:57.15	21.0	20.960	158.924	0.049702	0.313040	0.015559	153.051	fine
102	12:55:57.48	21.0	20.941	158.943	0.050183	0.316029	0.015859	153.051	fine
103	12:55:57.81	21.0	20.929	158.822	0.050379	0.317506	0.015996	153.051	fine
104	12:55:58.15	21.0	20.920	158.908	0.050976	0.321095	0.016368	153.051	fine
105	12:55:58.48	21.0	20.916	158.932	0.051667	0.325399	0.016812	153.051	fine
106	12:55:58.81	21.0	20.920	158.951	0.052162	0.328475	0.017134	153.051	fine
107	12:55:59.77	21.3	21.459	159.038	0.052540	0.330675	0.017374	153.051	norm
108	12:56:00.08	21.4	21.275	158.987	0.051505	0.324266	0.016701	153.051	norm
109	12:56:00.44	21.5	21.208	158.968	0.051658	0.325271	0.016803	153.051	norm
110	12:56:00.76	21.6	21.055	158.925	0.052267	0.329191	0.017206	153.051	norm
111	12:56:01.09	21.7	21.245	158.978	0.053782	0.338622	0.018212	153.051	norm
112	12:56:01.43	21.9	21.683	159.100	0.055107	0.346697	0.019105	153.051	norm
113	12:56:01.75	22.0	21.531	159.058	0.055366	0.348417	0.019290	153.051	norm
114	12:56:02.08	22.1	21.534	159.059	0.056418	0.355035	0.020030	153.051	norm
115	12:56:02.41	22.2	21.697	159.104	0.057959	0.364629	0.021133	153.051	norm
116	12:56:02.75	22.3	22.078	159.211	0.059281	0.372697	0.022094	153.051	norm
117	12:56:03.08	22.4	22.108	159.219	0.059784	0.375841	0.022469	153.051	norm
118	12:56:03.41	22.5	22.375	159.294	0.060447	0.379828	0.022959	153.051	norm
119	12:56:03.74	22.6	22.371	159.292	0.060466	0.379956	0.022975	153.051	norm
120	12:56:04.07	22.7	22.530	159.337	0.060904	0.382601	0.023302	153.051	norm
121	12:56:04.40	22.8	22.540	159.339	0.061106	0.383862	0.023456	153.051	norm
122	12:56:04.73	22.9	22.697	159.383	0.061769	0.387917	0.023961	153.051	norm
123	12:56:05.06	23.0	22.603	159.357	0.062224	0.390838	0.024319	153.051	norm
124	12:56:05.39	23.2	22.720	159.390	0.063287	0.397436	0.025152	153.051	norm
125	12:56:05.71	23.3	22.748	159.398	0.064373	0.404236	0.026022	153.051	norm
126	12:56:06.05	23.4	22.962	159.457	0.065701	0.412419	0.027096	153.051	norm
127	12:56:06.37	23.5	23.146	159.509	0.066824	0.419334	0.028021	153.051	norm
128	12:56:06.68	23.6	23.538	159.618	0.067512	0.423362	0.028582	153.051	norm
129	12:56:07.09	23.7	23.536	159.618	0.067370	0.422471	0.028462	153.051	norm
130	12:56:07.36	23.8	23.577	159.629	0.067557	0.423618	0.028618	153.051	norm
131	12:56:07.69	23.9	23.442	159.591	0.067978	0.426357	0.028983	153.051	norm
132	12:56:08.03	24.0	23.401	159.580	0.069226	0.434216	0.030059	153.051	norm
133	12:56:08.36	24.1	24.002	159.748	0.071017	0.444983	0.031602	153.051	norm
134	12:56:08.68	24.2	23.962	159.736	0.071125	0.445692	0.031700	153.051	norm
135	12:56:09.02	24.3	24.016	159.751	0.071543	0.448269	0.032071	153.051	norm
136	12:56:09.35	24.4	24.133	159.784	0.072194	0.452256	0.032650	153.051	norm
137	12:56:09.68	24.6	24.341	159.842	0.072877	0.456364	0.033258	153.051	norm
138	12:56:10.01	24.7	24.408	159.861	0.073121	0.457842	0.033478	153.051	norm
139	12:56:10.33	24.8	24.309	159.833	0.073545	0.460574	0.033873	153.051	norm
140	12:56:10.66	24.9	24.532	159.895	0.074625	0.467158	0.034862	153.051	norm
141	12:56:11.00	25.0	24.664	159.932	0.075316	0.471375	0.035502	153.051	norm
142	12:56:11.33	25.1	24.774	159.963	0.075979	0.475429	0.036122	153.051	norm
143	12:56:11.66	25.2	24.831	159.979	0.076652	0.479598	0.036762	153.051	norm
144	12:56:11.99	25.3	24.853	159.985	0.077304	0.483653	0.037388	153.051	norm
145	12:56:12.32	25.4	25.080	160.048	0.078401	0.490325	0.038442	153.051	norm
146	12:56:12.65	25.5	25.138	160.064	0.079100	0.494649	0.039127	153.051	norm
147	12:56:12.98	25.6	25.289	160.107	0.079962	0.499905	0.039973	153.051	norm
148	12:56:13.31	25.7	25.464	160.155	0.080610	0.503804	0.040612	153.051	norm
149	12:56:13.64	25.9	25.535	160.175	0.081082	0.506691	0.041084	153.051	norm
150	12:56:13.96	26.0	25.610	160.196	0.081517	0.509343	0.041520	153.051	norm
151	12:56:14.30	26.1	25.571	160.185	0.082154	0.513357	0.042174	153.051	norm
152	12:56:14.63	26.2	25.874	160.270	0.083274	0.520083	0.043309	153.051	norm
153	12:56:14.95	26.3	25.872	160.269	0.083732	0.522943	0.043787	153.051	norm
154	12:56:15.29	26.4	26.029	160.313	0.084417	0.527079	0.044494	153.051	norm
155	12:56:15.62	26.5	26.016	160.309	0.085062	0.531120	0.045178	153.051	norm
156	12:56:15.95	26.6	26.170	160.352	0.085932	0.536409	0.046095	153.051	norm
157	12:56:16.28	26.7	26.375	160.410	0.086828	0.541806	0.047044	153.051	norm
158	12:56:16.61	26.8	26.569	160.464	0.087502	0.545826	0.047761	153.051	norm
159	12:56:16.94	26.9	26.473	160.437	0.087943	0.548667	0.048251	153.051	norm
160	12:56:17.27	27.0	26.662	160.490	0.088855	0.554178	0.049242	153.051	norm
161	12:56:17.60	27.1	26.753	160.515	0.089521	0.558240	0.049974	153.051	norm
162	12:56:17.93	27.3	26.885	160.552	0.090200	0.562348	0.050724	153.051	norm
163	12:56:18.25	27.4	26.995	160.583	0.090894	0.566564	0.051497	153.051	norm
164	12:56:18.59	27.5	27.092	160.609	0.091525	0.570403	0.052206	153.051	norm
165	12:56:18.92	27.6	27.250	160.654	0.092199	0.574444	0.052963	153.051	norm
166	12:56:19.25	27.7	27.398	160.695	0.092730	0.577608	0.053562	153.051	norm
167	12:56:19.58	27.8	27.433	160.705	0.093131	0.580070	0.054023	153.051	norm
168	12:56:19.92	27.9	27.424	160.702	0.093762	0.584010	0.054758	153.051	norm
169	12:56:20.23	28.0	27.710	160.782	0.094669	0.589367	0.055795	153.051	norm
170	12:56:20.57	28.1	27.806	160.809	0.095178	0.592436	0.056387	153.051	norm
171	12:56:20.90	28.2	27.837	160.817	0.095633	0.595236	0.056924	153.051	norm
172	12:56:21.23	28.3	27.905	160.836	0.096301	0.599324	0.057716	153.051	norm
173	12:56:21.56	28.4	28.030	160.871	0.096970	0.603352	0.058507	153.051	norm
174	12:56:21.89	28.6	28.239	160.930	0.097649	0.607359	0.059308	153.051	norm
175	12:56:22.23	28.7	28.361	160.963	0.098107	0.610078	0.059853	153.051	norm
176	12:56:22.54	28.8	28.316	160.951	0.098565	0.612972	0.060417	153.051	norm
177	12:56:22.88	28.9	28.453	160.989	0.099218	0.616892	0.061207	153.051	norm
178	12:56:23.21	29.0	28.629	161.038	0.099870	0.620750	0.061994	153.051	norm
179	12:56:23.54	29.1	28.654	161.045	0.100310	0.623462	0.062540	153.051	norm
180	12:56:23.87	29.2	28.820	161.092	0.101007	0.627611	0.063393	153.051	norm
181	12:56:24.20	29.3	29.061	161.159	0.101692	0.631605	0.064229	153.051	norm
182	12:56:24.53	29.4	29.112	161.173	0.101965	0.633244	0.064569	153.051	norm
183	12:56:24.86	29.5	29.035	161.152	0.102386	0.635943	0.065111	153.051	norm
184	12:56:25.19	29.6	29.160	161.187	0.103051	0.639937	0.065946	153.051	norm
185	12:56:25.52	29.7	29.188	161.194	0.103722	0.644072	0.066804	153.051	norm
186	12:56:25.81	29.8	29.581	161.304	0.104683	0.649597	0.068002	153.051	norm
187	12:56:26.16	30.0	29.451	161.268	0.104910	0.651156	0.068313	153.051	norm
188	12:56:26.50	30.1	29.635	161.319	0.105769	0.656276	0.069414	153.051	norm
189	12:56:26.84	30.2	29.805	161.367	0.106434	0.660209	0.070269	153.051	norm
190	12:56:27.17	30.3	29.965	161.411	0.106898	0.662901	0.070863	153.051	norm
191	12:56:27.50	30.4	30.041	161.432	0.107296	0.665282	0.071382	153.051	norm
192	12:56:27.82	30.5	30.049	161.435	0.107748	0.668075	0.071984	153.051	norm
193	12:56:28.17	30.6	30.036	161.431	0.108382	0.672022	0.072835	153.051	norm
194	12:56:28.50	30.7	30.337	161.515	0.109278	0.677223	0.074005	153.051	norm
195	12:56:28.83	30.8	30.367	161.523	0.109744	0.680077	0.074634	153.051	norm
196	12:56:29.16	30.9	30.598	161.588	0.110415	0.683963	0.075520	153.051	norm
197	12:56:29.49	31.0	30.679	161.610	0.110887	0.686790	0.076156	153.051	norm
198	12:56:29.82	31.1	30.824	161.651	0.111350	0.689488	0.076775	153.051	norm
199	12:56:30.15	31.3	30.699	161.616	0.111737	0.692031	0.077325	153.051	norm
200	12:56:30.47	31.4	30.801	161.644	0.112567	0.697051	0.078465	153.051	norm
201	12:56:30.81	31.5	31.082	161.723	0.113517	0.702589	0.079756	153.051	norm
202	12:56:31.14	31.6	31.228	161.764	0.113957	0.705139	0.080356	153.051	norm
203	12:56:31.47	31.7	31.245	161.768	0.114378	0.707723	0.080948	153.051	norm
204	12:56:31.80	31.8	31.505	161.841	0.115114	0.711960	0.081957	153.051	norm
205	12:56:32.13	31.9	31.501	161.840	0.115365	0.713511	0.082314	153.051	norm
206	12:56:32.46	32.0	31.614	161.871	0.115729	0.715623	0.082818	153.051	norm
207	12:56:32.79	32.1	31.661	161.884	0.116172	0.718308	0.083447	153.051	norm
208	12:56:33.12	32.2	31.753	161.910	0.116872	0.722518	0.084442	153.051	norm
209	12:56:33.45	32.3	31.862	161.940	0.117540	0.726511	0.085394	153.051	norm
210	12:56:33.78	32.4	31.956	161.967	0.118191	0.730418	0.086329	153.051	norm
211	12:56:34.11	32.5	32.240	162.046	0.118865	0.734222	0.087273	153.051	norm
212	12:56:34.44	32.7	32.246	162.048	0.119337	0.737130	0.087967	153.051	norm
213	12:56:34.77	32.8	32.443	162.102	0.119780	0.739619	0.088592	153.051	norm
214	12:56:35.10	32.9	32.435	162.100	0.120184	0.742122	0.089191	153.051	norm
215	12:56:35.43	33.0	32.487	162.115	0.120806	0.745900	0.090110	153.051	norm
216	12:56:35.76	33.1	32.660	162.163	0.121520	0.750083	0.091150	153.051	norm
217	12:56:36.09	33.2	32.809	162.204	0.122052	0.753173	0.091926	153.051	norm
218	12:56:36.42	33.3	32.934	162.239	0.122492	0.755730	0.092571	153.051	norm
219	12:56:36.75	33.4	32.958	162.246	0.122879	0.758084	0.093153	153.051	norm
220	12:56:37.08	33.5	33.079	162.280	0.123493	0.761713	0.094066	153.051	norm
221	12:56:37.41	33.6	33.293	162.340	0.124213	0.765869	0.095131	153.051	norm
222	12:56:37.74	33.7	33.355	162.357	0.124693	0.768750	0.095858	153.051	norm
223	12:56:38.07	33.8	33.464	162.387	0.125156	0.771462	0.096553	153.051	norm
224	12:56:38.40	34.0	33.583	162.421	0.125606	0.774073	0.097228	153.051	norm
225	12:56:38.72	34.1	33.639	162.436	0.126035	0.776643	0.097884	153.051	norm
226	12:56:39.05	34.2	33.743	162.465	0.126419	0.778869	0.098464	153.051	norm
227	12:56:39.39	34.3	33.812	162.484	0.126837	0.781352	0.099104	153.051	norm
228	12:56:39.72	34.4	33.880	162.503	0.127488	0.785271	0.100113	153.051	norm
229	12:56:40.05	34.5	34.119	162.570	0.128128	0.788887	0.101078	153.051	norm
230	12:56:40.37	34.6	34.227	162.600	0.128705	0.792294	0.101972	153.051	norm
231	12:56:40.71	34.7	34.306	162.622	0.129182	0.795128	0.102716	153.051	norm
232	12:56:41.04	34.8	34.453	162.663	0.129617	0.797604	0.103383	153.051	norm
233	12:56:41.38	34.9	34.505	162.678	0.130075	0.800349	0.104105	153.051	norm
234	12:56:41.70	35.0	34.561	162.693	0.130519	0.803001	0.104807	153.051	norm
235	12:56:42.03	35.1	34.820	162.766	0.131195	0.806805	0.105849	153.051	norm
236	12:56:42.36	35.2	34.853	162.775	0.131559	0.808998	0.106431	153.051	norm
237	12:56:42.69	35.4	35.014	162.820	0.132114	0.812182	0.107300	153.051	norm
238	12:56:43.02	35.5	35.044	162.828	0.132571	0.814955	0.108040	153.051	norm
239	12:56:43.37	35.6	35.163	162.861	0.133004	0.817444	0.108723	153.051	norm
240	12:56:43.68	35.7	35.201	162.872	0.133456	0.820170	0.109456	153.051	norm
241	12:56:44.01	35.8	35.385	162.923	0.134118	0.823981	0.110511	153.051	norm
242	12:56:44.35	35.9	35.411	162.931	0.134550	0.826599	0.111219	153.051	norm
243	12:56:44.68	36.0	35.621	162.989	0.135275	0.830755	0.112380	153.051	norm
244	12:56:45.01	36.1	35.745	163.024	0.135668	0.832988	0.113009	153.051	norm
245	12:56:45.34	36.2	35.812	163.042	0.136094	0.835511	0.113708	153.051	norm
246	12:56:45.66	36.3	35.937	163.077	0.136634	0.838648	0.114588	153.051	norm
247	12:56:46.00	36.4	36.017	163.100	0.137066	0.841184	0.115298	153.051	norm
248	12:56:46.33	36.5	36.124	163.130	0.137459	0.843438	0.115938	153.051	norm
249	12:56:46.65	36.7	36.179	163.145	0.137879	0.845941	0.116638	153.051	norm
250	12:56:46.99	36.8	36.389	163.204	0.138570	0.849874	0.117767	153.051	norm
251	12:56:47.33	36.9	36.380	163.201	0.138974	0.852363	0.118456	153.051	norm
252	12:56:47.65	37.0	36.625	163.269	0.139699	0.856451	0.119645	153.051	norm
253	12:56:47.98	37.1	36.667	163.281	0.140148	0.859143	0.120407	153.051	norm
254	12:56:48.31	37.2	36.793	163.316	0.140677	0.862199	0.121292	153.051	norm
255	12:56:48.64	37.3	36.890	163.343	0.141072	0.864479	0.121954	153.051	norm
256	12:56:48.97	37.4	37.056	163.390	0.141524	0.867002	0.122702	153.051	norm
257	12:56:49.30	37.5	37.112	163.405	0.141951	0.869532	0.123431	153.051	norm
258	12:56:49.64	37.6	37.207	163.432	0.142366	0.871934	0.124134	153.051	norm
259	12:56:49.96	37.7	37.361	163.475	0.142841	0.874612	0.124930	153.051	norm
260	12:56:50.29	37.8	37.498	163.513	0.143318	0.877331	0.125738	153.051	norm
261	12:56:50.62	37.9	37.494	163.512	0.143691	0.879618	0.126393	153.051	norm
262	12:56:50.95	38.1	37.729	163.577	0.144228	0.882552	0.127289	153.051	norm
263	12:56:51.28	38.2	37.733	163.578	0.144513	0.884286	0.127790	153.051	norm
264	12:56:51.61	38.3	37.832	163.606	0.144950	0.886816	0.128544	153.051	norm
265	12:56:51.94	38.4	37.886	163.621	0.145388	0.889413	0.129310	153.051	norm
266	12:56:52.27	38.5	38.116	163.685	0.146102	0.893427	0.130531	153.051	norm
267	12:56:52.60	38.6	38.194	163.707	0.146528	0.895917	0.131277	153.051	norm
268	12:56:52.93	38.7	38.261	163.726	0.146958	0.898440	0.132033	153.051	norm
269	12:56:53.26	38.8	38.413	163.768	0.147395	0.900882	0.132786	153.051	norm
270	12:56:53.59	38.9	38.474	163.785	0.147873	0.903709	0.133634	153.051	norm
271	12:56:53.92	39.0	38.631	163.829	0.148288	0.906002	0.134350	153.051	norm
272	12:56:54.25	39.1	38.717	163.853	0.148698	0.908370	0.135073	153.051	norm
273	12:56:54.58	39.2	38.838	163.887	0.149181	0.911136	0.135924	153.051	norm
274	12:56:54.91	39.4	38.908	163.906	0.149633	0.913788	0.136733	153.051	norm
275	12:56:55.24	39.5	39.021	163.938	0.150139	0.916702	0.137633	153.051	norm
276	12:56:55.57	39.6	39.203	163.988	0.150551	0.918935	0.138347	153.051	norm
277	12:56:55.90	39.7	39.219	163.993	0.150932	0.921236	0.139044	153.051	norm
278	12:56:56.23	39.8	39.353	164.030	0.151515	0.924582	0.140088	153.051	norm
279	12:56:56.56	39.9	39.447	164.057	0.152013	0.927469	0.140987	153.051	norm
280	12:56:56.89	40.0	39.527	164.079	0.152439	0.929945	0.141760	153.051	norm
281	12:56:57.22	40.1	39.627	164.107	0.152874	0.932441	0.142546	153.051	norm
282	12:56:57.55	40.2	39.800	164.155	0.153332	0.934957	0.143359	153.051	norm
283	12:56:57.88	40.3	39.978	164.205	0.153841	0.937777	0.144268	153.051	norm
284	12:56:58.21	40.4	39.978	164.205	0.154026	0.938904	0.144615	153.051	norm
285	12:56:58.54	40.5	40.019	164.216	0.154495	0.941697	0.145487	153.051	norm
286	12:56:58.87	40.6	40.203	164.267	0.155143	0.945353	0.146665	153.051	norm
287	12:56:59.22	40.8	40.302	164.295	0.155567	0.947775	0.147442	153.051	norm
288	12:56:59.53	40.9	40.463	164.340	0.156036	0.950373	0.148292	153.051	norm
289	12:56:59.86	41.0	40.471	164.342	0.156411	0.952646	0.149004	153.051	norm
290	12:57:00.20	41.1	40.636	164.388	0.156866	0.955149	0.149830	153.051	norm
291	12:57:00.52	41.2	40.806	164.436	0.157318	0.957625	0.150652	153.051	norm
292	12:57:00.86	41.3	40.899	164.462	0.157767	0.960209	0.151489	153.051	norm
293	12:57:01.18	41.4	40.915	164.466	0.158180	0.962691	0.152278	153.051	norm
294	12:57:01.52	41.5	41.009	164.493	0.158657	0.965444	0.153175	153.051	norm
295	12:57:01.85	41.6	41.270	164.565	0.159203	0.968338	0.154162	153.051	norm
296	12:57:02.18	41.7	41.253	164.560	0.159445	0.969836	0.154635	153.051	norm
297	12:57:02.51	41.8	41.440	164.613	0.159877	0.972156	0.155425	153.051	norm
298	12:57:02.83	41.9	41.555	164.645	0.160298	0.974524	0.156214	153.051	norm
299	12:57:03.17	42.1	41.589	164.654	0.160724	0.977061	0.157037	153.051	norm
300	12:57:03.49	42.2	41.712	164.689	0.161170	0.979570	0.157878	153.051	norm
301	12:57:03.82	42.3	41.847	164.726	0.161648	0.982249	0.158779	153.051	norm
302	12:57:04.15	42.4	41.969	164.760	0.162120	0.984913	0.159674	153.051	norm
303	12:57:04.49	42.5	42.061	164.786	0.162566	0.987470	0.160530	153.051	norm
304	12:57:04.82	42.6	42.228	164.832	0.163056	0.990162	0.161451	153.051	norm
305	12:57:05.14	42.7	42.283	164.848	0.163405	0.992193	0.162129	153.051	norm
306	12:57:05.48	42.8	42.383	164.876	0.163786	0.994338	0.162859	153.051	norm
307	12:57:05.81	42.9	42.572	164.929	0.164363	0.997522	0.163956	153.051	norm
308	12:57:06.14	43.0	42.527	164.916	0.164540	0.998669	0.164321	153.051	norm
309	12:57:06.47	43.1	42.674	164.957	0.165009	1.001266	0.165218	153.051	norm
310	12:57:06.80	43.2	42.810	164.995	0.165444	1.003675	0.166052	153.051	norm
311	12:57:07.13	43.3	42.834	165.002	0.165919	1.006515	0.167000	153.051	norm
312	12:57:07.46	43.5	43.106	165.078	0.166413	1.009052	0.167920	153.051	norm
313	12:57:07.79	43.6	43.156	165.091	0.166601	1.010104	0.168284	153.051	norm
314	12:57:08.12	43.7	43.282	165.127	0.167170	1.013335	0.169399	153.051	norm
