0	21
0.5	21
30	600
120	600
125	21
23/09/'22 12:55	Digiheater 3.2
R0 = 158.6	a =  0.0000000	b = 0.279	c = 153.051
Tsample = 330 [ms]  
sample	time	Tset[C]	Tmeas[C]	Rheat[ohm]	Vheat[V]	Iheat[mA]	Pheat [mW]	c
3165	13:12:49.25	351.5	350.812	250.928	0.808190	3.223876	2.605503	153.051	norm
3166	13:12:49.58	351.6	351.187	251.032	0.808767	3.224834	2.608138	153.051	norm
3167	13:12:49.91	351.8	351.595	251.146	0.809480	3.226217	2.611559	153.051	norm
3168	13:12:50.24	351.9	351.608	251.149	0.809466	3.226116	2.611431	153.051	norm
3169	13:12:50.57	352.0	351.097	251.007	0.808599	3.224490	2.607319	153.051	norm
3170	13:12:50.89	352.1	351.368	251.083	0.809077	3.225421	2.609612	153.051	norm
3171	13:12:51.23	352.2	351.694	251.174	0.809662	3.226588	2.612446	153.051	norm
3172	13:12:51.55	352.3	351.767	251.194	0.809782	3.226804	2.613007	153.051	norm
3173	13:12:51.88	352.4	351.863	251.221	0.809949	3.227127	2.613810	153.051	norm
3174	13:12:52.22	352.5	352.269	251.334	0.810578	3.228173	2.616685	153.051	norm
3175	13:12:52.55	352.6	351.989	251.256	0.810143	3.227445	2.614691	153.051	norm
3176	13:12:52.88	352.7	352.672	251.446	0.811303	3.229617	2.620197	153.051	norm
3177	13:12:53.21	352.8	352.577	251.420	0.811200	3.229549	2.619812	153.051	norm
3178	13:12:53.54	352.9	353.190	251.591	0.812173	3.231222	2.624311	153.051	norm
3179	13:12:53.87	353.0	352.792	251.480	0.811544	3.230150	2.621410	153.051	norm
3180	13:12:54.20	353.2	353.195	251.592	0.812170	3.231195	2.624280	153.051	norm
3181	13:12:54.53	353.3	352.716	251.459	0.811334	3.229583	2.620271	153.051	norm
3182	13:12:54.86	353.4	352.880	251.504	0.811652	3.230264	2.621852	153.051	norm
3183	13:12:55.18	353.5	352.701	251.454	0.811291	3.229468	2.620040	153.051	norm
3184	13:12:55.52	353.6	352.738	251.465	0.811408	3.229799	2.620685	153.051	norm
3185	13:12:55.85	353.7	353.541	251.689	0.812813	3.232511	2.627425	153.051	norm
3186	13:12:56.18	353.8	354.174	251.865	0.813808	3.234198	2.632015	153.051	norm
3187	13:12:56.50	353.9	353.884	251.784	0.813356	3.233442	2.629938	153.051	norm
3188	13:12:56.83	354.0	353.940	251.800	0.813478	3.233725	2.630564	153.051	norm
3189	13:12:57.17	354.1	353.887	251.785	0.813356	3.233428	2.629927	153.051	norm
3190	13:12:57.50	354.2	354.018	251.822	0.813577	3.233840	2.630979	153.051	norm
3191	13:12:57.83	354.3	353.636	251.715	0.812929	3.232632	2.627901	153.051	norm
3192	13:12:58.15	354.5	354.024	251.824	0.813611	3.233955	2.631182	153.051	norm
3193	13:12:58.48	354.6	354.776	252.033	0.814902	3.236390	2.637341	153.051	norm
3194	13:12:58.82	354.7	355.069	252.115	0.815394	3.237294	2.639670	153.051	norm
3195	13:12:59.14	354.8	354.921	252.074	0.815130	3.236775	2.638391	153.051	norm
3196	13:12:59.48	354.9	354.351	251.915	0.814169	3.235000	2.633836	153.051	norm
3197	13:12:59.80	355.0	355.134	252.133	0.815474	3.237375	2.639994	153.051	norm
3198	13:13:00.10	355.1	354.725	252.019	0.814771	3.236053	2.636643	153.051	norm
3199	13:13:00.42	355.2	354.267	251.891	0.813973	3.234521	2.632811	153.051	norm
3200	13:13:00.80	355.3	354.703	252.013	0.814777	3.236154	2.636744	153.051	norm
3201	13:13:01.13	355.4	354.506	251.958	0.814382	3.235290	2.634762	153.051	norm
3202	13:13:01.45	355.5	354.620	251.990	0.814646	3.235931	2.636140	153.051	norm
3203	13:13:01.79	355.6	355.070	252.115	0.815295	3.236896	2.639024	153.051	norm
3204	13:13:02.12	355.7	354.230	251.881	0.813953	3.234575	2.632791	153.051	norm
3205	13:13:02.46	355.9	355.200	252.152	0.815590	3.237604	2.640559	153.051	norm
3206	13:13:02.78	356.0	355.370	252.199	0.815866	3.238090	2.641848	153.051	norm
3207	13:13:03.11	356.1	355.366	252.198	0.815872	3.238124	2.641894	153.051	norm
3208	13:13:03.44	356.2	355.505	252.237	0.816082	3.238461	2.642850	153.051	norm
3209	13:13:03.77	356.3	355.713	252.295	0.816446	3.239163	2.644602	153.051	norm
3210	13:13:04.10	356.4	355.850	252.333	0.816742	3.239844	2.646116	153.051	norm
3211	13:13:04.43	356.5	356.826	252.605	0.818362	3.242772	2.653762	153.051	norm
3212	13:13:04.76	356.6	356.440	252.498	0.817688	3.241483	2.650524	153.051	norm
3213	13:13:05.09	356.7	357.162	252.699	0.818937	3.243845	2.656503	153.051	norm
3214	13:13:05.42	356.8	357.532	252.802	0.819588	3.245099	2.659644	153.051	norm
3215	13:13:05.75	356.9	357.954	252.920	0.820262	3.246253	2.662777	153.051	norm
3216	13:13:06.08	357.0	356.474	252.507	0.817743	3.241578	2.650776	153.051	norm
3217	13:13:06.41	357.2	355.686	252.287	0.816415	3.239136	2.644478	153.051	norm
3218	13:13:06.74	357.3	355.422	252.214	0.816031	3.238556	2.642762	153.051	norm
3219	13:13:07.07	357.4	356.295	252.457	0.817455	3.241079	2.649437	153.051	norm
3220	13:13:07.41	357.5	356.527	252.522	0.817859	3.241848	2.651375	153.051	norm
3221	13:13:07.73	357.6	356.855	252.613	0.818394	3.242792	2.653880	153.051	norm
3222	13:13:08.07	357.7	357.238	252.720	0.819036	3.243966	2.656925	153.051	norm
3223	13:13:08.39	357.8	356.736	252.580	0.818226	3.242556	2.653143	153.051	norm
3224	13:13:08.72	357.9	357.898	252.904	0.820236	3.246354	2.662776	153.051	norm
3225	13:13:09.06	358.0	358.532	253.081	0.821322	3.248378	2.667965	153.051	norm
3226	13:13:09.39	358.1	358.221	252.995	0.820745	3.247211	2.665132	153.051	norm
3227	13:13:09.71	358.2	358.813	253.160	0.821766	3.249127	2.670021	153.051	norm
3228	13:13:10.05	358.3	359.436	253.333	0.822766	3.250854	2.674693	153.051	norm
3229	13:13:10.38	358.4	358.627	253.108	0.821390	3.248311	2.668131	153.051	norm
3230	13:13:10.71	358.6	358.538	253.083	0.821262	3.248122	2.667560	153.051	norm
3231	13:13:11.03	358.7	357.637	252.832	0.819718	3.245241	2.660184	153.051	norm
3232	13:13:11.36	358.8	357.497	252.793	0.819505	3.244897	2.659210	153.051	norm
3233	13:13:11.70	358.9	358.034	252.942	0.820335	3.246260	2.663022	153.051	norm
3234	13:13:12.03	359.0	358.231	252.997	0.820759	3.247231	2.665195	153.051	norm
3235	13:13:12.36	359.1	358.038	252.943	0.820387	3.246449	2.663343	153.051	norm
3236	13:13:12.69	359.2	358.192	252.986	0.820671	3.247022	2.664737	153.051	norm
3237	13:13:13.02	359.3	358.909	253.186	0.821922	3.249404	2.670756	153.051	norm
3238	13:13:13.35	359.4	358.739	253.139	0.821572	3.248628	2.668982	153.051	norm
3239	13:13:13.68	359.5	357.995	252.931	0.820318	3.246334	2.663028	153.051	norm
3240	13:13:14.01	359.6	358.005	252.934	0.820392	3.246590	2.663478	153.051	norm
3241	13:13:14.34	359.7	359.376	253.317	0.822661	3.250652	2.674185	153.051	norm
3242	13:13:14.67	359.9	359.063	253.229	0.822144	3.249727	2.671743	153.051	norm
3243	13:13:14.99	360.0	358.616	253.105	0.821422	3.248473	2.668365	153.051	norm
3244	13:13:15.33	360.1	359.899	253.463	0.823562	3.252338	2.678504	153.051	norm
3245	13:13:15.66	360.2	359.659	253.396	0.823184	3.251704	2.676752	153.051	norm
3246	13:13:15.98	360.3	360.226	253.554	0.824108	3.253323	2.681091	153.051	norm
3247	13:13:16.32	360.4	360.650	253.672	0.824853	3.254747	2.684688	153.051	norm
3248	13:13:16.65	360.5	361.098	253.797	0.825581	3.256015	2.688104	153.051	norm
3249	13:13:16.98	360.6	360.007	253.493	0.823724	3.252595	2.679242	153.051	norm
3250	13:13:17.31	360.7	359.649	253.393	0.823164	3.251664	2.676654	153.051	norm
3251	13:13:17.64	360.8	360.342	253.586	0.824276	3.253573	2.681842	153.051	norm
3252	13:13:17.97	360.9	360.173	253.539	0.824034	3.253222	2.680767	153.051	norm
3253	13:13:18.29	361.0	360.918	253.747	0.825297	3.255536	2.686783	153.051	norm
3254	13:13:18.63	361.1	361.286	253.850	0.825942	3.256764	2.689898	153.051	norm
3255	13:13:18.96	361.3	361.423	253.888	0.826130	3.257013	2.690716	153.051	norm
3256	13:13:19.29	361.4	360.882	253.737	0.825223	3.255374	2.686409	153.051	norm
3257	13:13:19.62	361.5	361.113	253.802	0.825629	3.256150	2.688373	153.051	norm
3258	13:13:19.95	361.6	361.357	253.869	0.826073	3.257027	2.690542	153.051	norm
3259	13:13:20.28	361.7	361.261	253.843	0.825863	3.256541	2.689455	153.051	norm
3260	13:13:20.61	361.8	361.599	253.937	0.826437	3.257594	2.692195	153.051	norm
3261	13:13:20.94	361.9	362.043	254.061	0.827187	3.258963	2.695773	153.051	norm
3262	13:13:21.27	362.0	362.100	254.077	0.827270	3.259084	2.696142	153.051	norm
3263	13:13:21.60	362.1	362.465	254.179	0.827918	3.260333	2.699288	153.051	norm
3264	13:13:21.95	362.2	361.929	254.029	0.827017	3.258700	2.695000	153.051	norm
3265	13:13:22.25	362.3	362.016	254.053	0.827168	3.258983	2.695725	153.051	norm
3266	13:13:22.60	362.4	362.713	254.248	0.828353	3.261156	2.701388	153.051	norm
3267	13:13:22.92	362.6	362.162	254.094	0.827415	3.259435	2.696905	153.051	norm
3268	13:13:23.26	362.7	362.071	254.069	0.827233	3.259044	2.695988	153.051	norm
3269	13:13:23.59	362.8	362.973	254.320	0.828791	3.261952	2.703476	153.051	norm
3270	13:13:23.91	362.9	362.650	254.230	0.828208	3.260812	2.700631	153.051	norm
3271	13:13:24.25	363.0	362.048	254.062	0.827202	3.259004	2.695853	153.051	norm
3272	13:13:24.58	363.1	362.525	254.195	0.828003	3.260454	2.699667	153.051	norm
3273	13:13:24.91	363.2	363.070	254.347	0.828970	3.262309	2.704357	153.051	norm
3274	13:13:25.24	363.3	363.733	254.532	0.830059	3.264218	2.709494	153.051	norm
3275	13:13:25.57	363.4	363.574	254.488	0.829780	3.263692	2.708148	153.051	norm
3276	13:13:25.90	363.5	363.362	254.429	0.829436	3.263098	2.706532	153.051	norm
3277	13:13:26.23	363.6	363.673	254.516	0.829920	3.263888	2.708765	153.051	norm
3278	13:13:26.56	363.7	363.451	254.454	0.829576	3.263328	2.707177	153.051	norm
3279	13:13:26.89	363.9	363.117	254.360	0.828987	3.262208	2.704328	153.051	norm
3280	13:13:27.22	364.0	363.074	254.349	0.828967	3.262282	2.704325	153.051	norm
3281	13:13:27.57	364.1	363.683	254.518	0.830008	3.264198	2.709310	153.051	norm
3282	13:13:27.87	364.2	363.693	254.521	0.829920	3.263814	2.708703	153.051	norm
3283	13:13:28.21	364.3	363.055	254.343	0.828910	3.262127	2.704011	153.051	norm
3284	13:13:28.54	364.4	363.228	254.392	0.829161	3.262491	2.705129	153.051	norm
3285	13:13:28.87	364.5	364.165	254.653	0.830790	3.265547	2.712983	153.051	norm
3286	13:13:29.20	364.6	364.163	254.652	0.830824	3.265689	2.713212	153.051	norm
3287	13:13:29.53	364.7	364.333	254.700	0.831102	3.266175	2.714526	153.051	norm
3288	13:13:29.86	364.8	365.293	254.968	0.832729	3.269130	2.722298	153.051	norm
3289	13:13:30.19	364.9	365.745	255.094	0.833454	3.270357	2.725692	153.051	norm
3290	13:13:30.54	365.0	365.576	255.046	0.833172	3.269858	2.724355	153.051	norm
3291	13:13:30.84	365.1	365.430	255.006	0.832888	3.269265	2.722931	153.051	norm
3292	13:13:31.18	365.3	364.526	254.754	0.831381	3.266580	2.715772	153.051	norm
3293	13:13:31.51	365.4	364.908	254.860	0.832026	3.267747	2.718852	153.051	norm
3294	13:13:31.84	365.5	364.865	254.848	0.831975	3.267699	2.718645	153.051	norm
3295	13:13:32.17	365.6	365.012	254.889	0.832200	3.268057	2.719677	153.051	norm
3296	13:13:32.50	365.7	365.216	254.946	0.832592	3.268867	2.721633	153.051	norm
3297	13:13:32.83	365.8	365.678	255.075	0.833357	3.270216	2.725257	153.051	norm
3298	13:13:33.16	365.9	365.508	255.028	0.833095	3.269798	2.724053	153.051	norm
3299	13:13:33.49	366.0	365.642	255.065	0.833283	3.270054	2.724881	153.051	norm
3300	13:13:33.82	366.1	366.186	255.217	0.834216	3.271767	2.729360	153.051	norm
3301	13:13:34.15	366.2	365.768	255.100	0.833491	3.270418	2.725863	153.051	norm
3302	13:13:34.48	366.3	366.513	255.308	0.834753	3.272705	2.731901	153.051	norm
3303	13:13:34.81	366.4	365.567	255.044	0.833121	3.269690	2.724047	153.051	norm
3304	13:13:35.14	366.6	365.770	255.101	0.833548	3.270634	2.726229	153.051	norm
3305	13:13:35.48	366.7	367.019	255.449	0.835586	3.274162	2.735844	153.051	norm
3306	13:13:35.80	366.8	366.939	255.427	0.835484	3.274048	2.735413	153.051	norm
3307	13:13:36.13	366.9	366.681	255.355	0.835071	3.273353	2.733483	153.051	norm
3308	13:13:36.47	367.0	366.816	255.392	0.835282	3.273697	2.734460	153.051	norm
3309	13:13:36.79	367.1	366.919	255.421	0.835452	3.273994	2.735266	153.051	norm
3310	13:13:37.12	367.2	366.962	255.433	0.835538	3.274176	2.735697	153.051	norm
3311	13:13:37.46	367.3	367.108	255.474	0.835796	3.274668	2.736956	153.051	norm
3312	13:13:37.79	367.4	366.994	255.442	0.835569	3.274183	2.735805	153.051	norm
3313	13:13:38.12	367.5	367.188	255.496	0.835890	3.274749	2.737331	153.051	norm
3314	13:13:38.44	367.6	367.033	255.453	0.835620	3.274243	2.736024	153.051	norm
3315	13:13:38.78	367.7	366.733	255.369	0.835140	3.273434	2.733774	153.051	norm
3316	13:13:39.10	367.8	367.752	255.654	0.836883	3.276618	2.742144	153.051	norm
3317	13:13:39.44	368.0	367.793	255.665	0.836919	3.276618	2.742265	153.051	norm
3318	13:13:39.76	368.1	367.530	255.592	0.836504	3.275930	2.740330	153.051	norm
3319	13:13:40.09	368.2	367.757	255.655	0.836860	3.276510	2.741979	153.051	norm
3320	13:13:40.43	368.3	367.854	255.682	0.837028	3.276820	2.742789	153.051	norm
3321	13:13:40.76	368.4	367.919	255.700	0.837138	3.277023	2.743322	153.051	norm
3322	13:13:41.10	368.5	368.696	255.917	0.838446	3.279364	2.749570	153.051	norm
3323	13:13:41.40	368.6	368.009	255.726	0.837269	3.277212	2.743908	153.051	norm
3324	13:13:41.74	368.7	368.217	255.784	0.837664	3.278014	2.745876	153.051	norm
3325	13:13:42.08	368.8	368.036	255.733	0.837300	3.277239	2.744033	153.051	norm
3326	13:13:42.39	368.9	368.603	255.891	0.838301	3.279128	2.748897	153.051	norm
3327	13:13:42.74	369.0	368.603	255.891	0.838279	3.279040	2.748749	153.051	norm
3328	13:13:43.07	369.1	368.388	255.831	0.837946	3.278507	2.747211	153.051	norm
3329	13:13:43.40	369.3	368.222	255.785	0.837639	3.277900	2.745696	153.051	norm
3330	13:13:43.73	369.4	368.503	255.863	0.838162	3.278939	2.748282	153.051	norm
3331	13:13:44.06	369.5	368.949	255.988	0.838890	3.280194	2.751721	153.051	norm
3332	13:13:44.39	369.6	369.948	256.266	0.840601	3.283310	2.759955	153.051	norm
3333	13:13:44.72	369.7	370.116	256.313	0.840843	3.283654	2.761038	153.051	norm
3334	13:13:45.05	369.8	369.117	256.034	0.839188	3.280760	2.753176	153.051	norm
3335	13:13:45.38	369.9	369.311	256.089	0.839495	3.281266	2.754608	153.051	norm
3336	13:13:45.71	370.0	369.076	256.023	0.839106	3.280585	2.752758	153.051	norm
3337	13:13:46.04	370.1	369.452	256.128	0.839771	3.281840	2.755994	153.051	norm
3338	13:13:46.37	370.2	370.057	256.297	0.840755	3.283519	2.760635	153.051	norm
3339	13:13:46.70	370.3	369.727	256.205	0.840226	3.282636	2.758156	153.051	norm
3340	13:13:47.03	370.4	369.245	256.070	0.839350	3.280936	2.753855	153.051	norm
3341	13:13:47.36	370.5	369.391	256.111	0.839612	3.281435	2.755132	153.051	norm
3342	13:13:47.69	370.7	369.976	256.274	0.840633	3.283331	2.760075	153.051	norm
3343	13:13:48.02	370.8	371.257	256.632	0.842782	3.287142	2.770344	153.051	norm
3344	13:13:48.35	370.9	370.979	256.554	0.842321	3.286339	2.768154	153.051	norm
3345	13:13:48.68	371.0	370.875	256.525	0.842105	3.285867	2.767046	153.051	norm
3346	13:13:49.00	371.1	370.478	256.414	0.841454	3.284747	2.763965	153.051	norm
3347	13:13:49.34	371.2	370.913	256.536	0.842216	3.286164	2.767661	153.051	norm
3348	13:13:49.67	371.3	370.476	256.414	0.841437	3.284687	2.763858	153.051	norm
3349	13:13:49.99	371.4	370.573	256.441	0.841642	3.285139	2.764910	153.051	norm
3350	13:13:50.33	371.5	371.470	256.691	0.843169	3.287891	2.772247	153.051	norm
3351	13:13:50.66	371.6	372.039	256.850	0.844096	3.289470	2.776627	153.051	norm
3352	13:13:50.99	371.7	371.675	256.748	0.843450	3.288255	2.773480	153.051	norm
3353	13:13:51.31	371.8	371.829	256.791	0.843740	3.288835	2.774923	153.051	norm
3354	13:13:51.65	372.0	372.113	256.871	0.844275	3.289901	2.777580	153.051	norm
3355	13:13:51.98	372.1	370.745	256.489	0.841858	3.285368	2.765813	153.051	norm
3356	13:13:52.31	372.2	371.943	256.823	0.844056	3.289659	2.776655	153.051	norm
3357	13:13:52.64	372.3	372.929	257.098	0.845648	3.292337	2.784158	153.051	norm
3358	13:13:52.97	372.4	372.322	256.929	0.844559	3.290266	2.778824	153.051	norm
3359	13:13:53.31	372.5	372.623	257.013	0.845119	3.291372	2.781601	153.051	norm
3360	13:13:53.62	372.6	372.545	256.991	0.844968	3.291062	2.780843	153.051	norm
3361	13:13:53.96	372.7	372.156	256.882	0.844317	3.289915	2.777732	153.051	norm
3362	13:13:54.29	372.8	372.817	257.067	0.845452	3.291972	2.783204	153.051	norm
3363	13:13:54.62	372.9	372.245	256.907	0.844454	3.290131	2.778363	153.051	norm
3364	13:13:54.95	373.0	372.659	257.023	0.845156	3.291386	2.781734	153.051	norm
3365	13:13:55.28	373.1	373.041	257.129	0.845770	3.292411	2.784623	153.051	norm
3366	13:13:55.61	373.2	372.838	257.073	0.845449	3.291885	2.783120	153.051	norm
3367	13:13:55.94	373.4	373.051	257.132	0.845801	3.292499	2.784800	153.051	norm
3368	13:13:56.27	373.5	373.699	257.313	0.846927	3.294563	2.790256	153.051	norm
3369	13:13:56.60	373.6	373.531	257.266	0.846589	3.293848	2.788535	153.051	norm
3370	13:13:56.93	373.7	373.091	257.143	0.845887	3.292688	2.785241	153.051	norm
3371	13:13:57.26	373.8	373.472	257.250	0.846552	3.293915	2.788471	153.051	norm
3372	13:13:57.59	373.9	373.735	257.323	0.846959	3.294556	2.790353	153.051	norm
3373	13:13:57.92	374.0	373.224	257.180	0.846066	3.292910	2.786019	153.051	norm
3374	13:13:58.25	374.1	373.072	257.138	0.845847	3.292600	2.785036	153.051	norm
3375	13:13:58.58	374.2	373.791	257.339	0.847095	3.294887	2.791082	153.051	norm
3376	13:13:58.90	374.3	374.311	257.484	0.847942	3.296324	2.795093	153.051	norm
3377	13:13:59.24	374.4	373.349	257.215	0.846308	3.293403	2.787232	153.051	norm
3378	13:13:59.57	374.5	374.470	257.528	0.848204	3.296776	2.796338	153.051	norm
3379	13:13:59.90	374.7	374.065	257.415	0.847536	3.295622	2.793158	153.051	norm
3380	13:14:00.22	374.8	374.142	257.437	0.847686	3.295933	2.793917	153.051	norm
3381	13:14:00.56	374.9	374.264	257.471	0.847880	3.296250	2.794823	153.051	norm
3382	13:14:00.89	375.0	374.417	257.513	0.848102	3.296567	2.795823	153.051	norm
3383	13:14:01.23	375.1	374.421	257.514	0.848133	3.296675	2.796018	153.051	norm
3384	13:14:01.55	375.2	374.601	257.565	0.848403	3.297079	2.797252	153.051	norm
3385	13:14:01.88	375.3	374.656	257.580	0.848514	3.297316	2.797818	153.051	norm
3386	13:14:02.21	375.4	375.115	257.708	0.849273	3.298624	2.801432	153.051	norm
3387	13:14:02.54	375.5	375.260	257.748	0.849517	3.299056	2.802606	153.051	norm
3388	13:14:02.87	375.6	375.334	257.769	0.849651	3.299312	2.803264	153.051	norm
3389	13:14:03.20	375.7	376.193	258.009	0.851112	3.301916	2.810302	153.051	norm
3390	13:14:03.53	375.8	375.932	257.936	0.850683	3.301181	2.808259	153.051	norm
3391	13:14:03.86	375.9	376.098	257.982	0.850973	3.301714	2.809670	153.051	norm
3392	13:14:04.20	376.1	375.930	257.935	0.850660	3.301100	2.808115	153.051	norm
3393	13:14:04.53	376.2	375.312	257.763	0.849608	3.299225	2.803049	153.051	norm
3394	13:14:04.86	376.3	375.697	257.870	0.850291	3.300500	2.806384	153.051	norm
3395	13:14:05.19	376.4	375.747	257.884	0.850339	3.300507	2.806550	153.051	norm
3396	13:14:05.52	376.5	376.009	257.957	0.850797	3.301350	2.808778	153.051	norm
3397	13:14:05.85	376.6	376.084	257.978	0.850874	3.301377	2.809054	153.051	norm
3398	13:14:06.18	376.7	376.036	257.965	0.850879	3.301572	2.809240	153.051	norm
3399	13:14:06.51	376.8	376.673	258.143	0.851897	3.303245	2.814025	153.051	norm
3400	13:14:06.84	376.9	376.771	258.170	0.852102	3.303691	2.815081	153.051	norm
3401	13:14:07.17	377.0	377.273	258.310	0.852941	3.305148	2.819095	153.051	norm
3402	13:14:07.50	377.1	377.479	258.368	0.853282	3.305735	2.820723	153.051	norm
3403	13:14:07.83	377.2	377.102	258.262	0.852665	3.304689	2.817792	153.051	norm
3404	13:14:08.16	377.4	377.074	258.254	0.852548	3.304338	2.817108	153.051	norm
3405	13:14:08.49	377.5	376.785	258.174	0.852096	3.303617	2.814999	153.051	norm
3406	13:14:08.82	377.6	377.169	258.281	0.852739	3.304736	2.818077	153.051	norm
3407	13:14:09.15	377.7	377.621	258.407	0.853504	3.306086	2.821756	153.051	norm
3408	13:14:09.48	377.8	377.414	258.349	0.853168	3.305526	2.820169	153.051	norm
3409	13:14:09.81	377.9	377.184	258.285	0.852730	3.304649	2.817974	153.051	norm
3410	13:14:10.14	378.0	377.032	258.243	0.852517	3.304365	2.817027	153.051	norm
3411	13:14:10.47	378.1	376.638	258.133	0.851869	3.303259	2.813943	153.051	norm
3412	13:14:10.80	378.2	377.157	258.278	0.852736	3.304770	2.818096	153.051	norm
3413	13:14:11.13	378.3	377.415	258.350	0.853165	3.305512	2.820148	153.051	norm
3414	13:14:11.46	378.4	378.353	258.611	0.854817	3.308562	2.828215	153.051	norm
3415	13:14:11.79	378.5	378.799	258.736	0.855522	3.309695	2.831517	153.051	norm
3416	13:14:12.12	378.6	378.984	258.787	0.855832	3.310235	2.833005	153.051	norm
3417	13:14:12.45	378.8	379.023	258.798	0.855872	3.310248	2.833148	153.051	norm
3418	13:14:12.78	378.9	379.073	258.812	0.855977	3.310477	2.833693	153.051	norm
3419	13:14:13.11	379.0	379.152	258.834	0.856096	3.310660	2.834244	153.051	norm
3420	13:14:13.44	379.1	379.044	258.804	0.855926	3.310383	2.833442	153.051	norm
3421	13:14:13.77	379.2	378.898	258.763	0.855684	3.309972	2.832290	153.051	norm
3422	13:14:14.10	379.3	378.571	258.672	0.855113	3.308926	2.829505	153.051	norm
3423	13:14:14.43	379.4	378.872	258.756	0.855627	3.309843	2.831992	153.051	norm
3424	13:14:14.76	379.5	379.021	258.798	0.855860	3.310214	2.833082	153.051	norm
3425	13:14:15.09	379.6	379.118	258.825	0.856025	3.310504	2.833876	153.051	norm
3426	13:14:15.42	379.7	378.780	258.730	0.855471	3.309567	2.831238	153.051	norm
3427	13:14:15.75	379.8	379.683	258.982	0.856978	3.312171	2.838457	153.051	norm
3428	13:14:16.08	379.9	379.215	258.852	0.856168	3.310707	2.834520	153.051	norm
3429	13:14:16.41	380.1	379.944	259.055	0.857430	3.312987	2.840654	153.051	norm
3430	13:14:16.74	380.2	379.365	258.894	0.856395	3.311051	2.835567	153.051	norm
3431	13:14:17.07	380.3	379.244	258.860	0.856267	3.310990	2.835092	153.051	norm
3432	13:14:17.39	380.4	379.903	259.044	0.857390	3.312980	2.840517	153.051	norm
3433	13:14:17.73	380.5	380.503	259.211	0.858362	3.314593	2.845122	153.051	norm
3434	13:14:18.06	380.6	379.797	259.014	0.857183	3.312555	2.839465	153.051	norm
3435	13:14:18.39	380.7	380.612	259.242	0.858550	3.314930	2.846033	153.051	norm
3436	13:14:18.72	380.8	380.866	259.313	0.858996	3.315746	2.848214	153.051	norm
3437	13:14:19.05	380.9	380.664	259.256	0.858652	3.315139	2.846552	153.051	norm
3438	13:14:19.38	381.0	380.983	259.345	0.859187	3.316063	2.849118	153.051	norm
3439	13:14:19.71	381.1	380.905	259.323	0.859062	3.315861	2.848530	153.051	norm
3440	13:14:20.04	381.2	380.971	259.342	0.859116	3.315834	2.848686	153.051	norm
3441	13:14:20.37	381.3	380.316	259.159	0.857996	3.313844	2.843264	153.051	norm
3442	13:14:20.70	381.5	380.095	259.097	0.857674	3.313392	2.841811	153.051	norm
3443	13:14:21.04	381.6	380.368	259.174	0.858169	3.314330	2.844255	153.051	norm
3444	13:14:21.36	381.7	381.138	259.389	0.859468	3.316596	2.850510	153.051	norm
3445	13:14:21.70	381.8	381.872	259.593	0.860677	3.318640	2.856277	153.051	norm
3446	13:14:22.02	381.9	381.686	259.541	0.860344	3.318020	2.854639	153.051	norm
3447	13:14:22.36	382.0	381.956	259.617	0.860842	3.318978	2.857114	153.051	norm
3448	13:14:22.69	382.1	381.549	259.503	0.860097	3.317554	2.853418	153.051	norm
3449	13:14:23.01	382.2	382.572	259.789	0.861871	3.320745	2.862054	153.051	norm
3450	13:14:23.35	382.3	382.839	259.863	0.862309	3.321481	2.864142	153.051	norm
3451	13:14:23.68	382.4	382.239	259.696	0.861319	3.319808	2.859414	153.051	norm
3452	13:14:24.00	382.5	382.573	259.789	0.861823	3.320556	2.861730	153.051	norm
3453	13:14:24.34	382.6	382.449	259.754	0.861678	3.320442	2.861150	153.051	norm
3454	13:14:24.67	382.8	382.848	259.865	0.862334	3.321548	2.864285	153.051	norm
3455	13:14:25.00	382.9	383.019	259.913	0.862610	3.322000	2.865591	153.051	norm
3456	13:14:25.33	383.0	382.778	259.846	0.862215	3.321339	2.863708	153.051	norm
3457	13:14:25.66	383.1	382.946	259.893	0.862465	3.321703	2.864853	153.051	norm
3458	13:14:25.99	383.2	383.411	260.023	0.863264	3.323120	2.868730	153.051	norm
3459	13:14:26.32	383.3	383.490	260.045	0.863400	3.323363	2.869393	153.051	norm
3460	13:14:26.65	383.4	382.416	259.745	0.861612	3.320307	2.860817	153.051	norm
3461	13:14:26.98	383.5	382.641	259.808	0.861982	3.320927	2.862579	153.051	norm
3462	13:14:27.31	383.6	382.628	259.804	0.861945	3.320833	2.862375	153.051	norm
3463	13:14:27.64	383.7	383.331	260.000	0.863147	3.322958	2.868203	153.051	norm
3464	13:14:27.97	383.8	382.619	259.802	0.861905	3.320712	2.862138	153.051	norm
3465	13:14:28.30	383.9	383.713	260.107	0.863787	3.324058	2.871278	153.051	norm
3466	13:14:28.63	384.0	383.611	260.078	0.863619	3.323774	2.870476	153.051	norm
3467	13:14:28.96	384.2	383.527	260.055	0.863452	3.323430	2.869621	153.051	norm
3468	13:14:29.29	384.3	383.459	260.036	0.863358	3.323309	2.869205	153.051	norm
3469	13:14:29.62	384.4	383.816	260.136	0.863926	3.324226	2.871887	153.051	norm
3470	13:14:29.95	384.5	384.317	260.275	0.864796	3.325785	2.876127	153.051	norm
3471	13:14:30.28	384.6	384.762	260.399	0.865533	3.327033	2.879656	153.051	norm
